filename,k,freq_hz,magnitude,width_hz,noise_floor,snr
Membo_0_007-membo_002_.wav,10,486.3908,7.30E-01,26.3672,4.70E-01,1.5508
Membo_0_007-membo_003_.wav,1,49.4327,2.60E+02,0.9766,8.30E+00,31.2997
Membo_0_007-membo_003_.wav,2,99.8012,1.92E+01,27.3438,4.94E+00,3.887
Membo_0_007-membo_003_.wav,3,148.5345,4.35E+00,34.1797,1.98E+00,2.2037
Membo_0_007-membo_003_.wav,4,200.0841,7.57E+00,0.9766,1.24E+00,6.1135
Membo_0_007-membo_003_.wav,5,249.7831,1.66E+00,11.7188,7.99E-01,2.0744
Membo_0_007-membo_003_.wav,6,296.9875,3.85E+00,4.8828,8.30E-01,4.6381
Membo_0_007-membo_003_.wav,7,345.7031,5.53E+00,0.9766,6.61E-01,8.3683
Membo_0_007-membo_003_.wav,8,395.5078,2.13E+00,17.5781,5.01E-01,4.2509
Membo_0_007-membo_003_.wav,9,449.2976,1.12E+00,23.4375,4.86E-01,2.2985
Membo_0_007-membo_003_.wav,10,495.9617,7.21E-01,38.0859,4.62E-01,1.5626
Membo_0_007-membo_004_.wav,1,49.3136,2.30E+02,1.1161,2.14E+00,107.2562
Membo_0_007-membo_004_.wav,2,100.0724,1.07E+01,15.625,2.21E+00,4.8256
Membo_0_007-membo_004_.wav,3,147.9239,1.59E+00,37.9464,8.93E-01,1.7746
Membo_0_007-membo_004_.wav,4,199.7768,5.60E+00,1.1161,6.79E-01,8.238
Membo_0_007-membo_004_.wav,5,245.389,8.03E-01,33.4821,6.91E-01,1.1621
Membo_0_007-membo_004_.wav,6,296.0661,3.39E+00,2.2321,7.62E-01,4.4458
Membo_0_007-membo_004_.wav,7,345.7421,5.27E+00,1.1161,7.75E-01,6.7911
Membo_0_007-membo_004_.wav,8,395.2655,2.15E+00,1.1161,4.72E-01,4.5445
Membo_0_007-membo_004_.wav,9,444.3183,1.05E+00,13.3929,3.38E-01,3.1126
Membo_0_007-membo_004_.wav,10,494.4196,1.48E+00,6.6964,2.98E-01,4.9701
Membo_0_008-membo_000_.wav,1,49.5238,2.46E+02,0.9766,2.04E+00,120.638
Membo_0_008-membo_000_.wav,2,100.3497,1.01E+01,19.5312,1.78E+00,5.6607
Membo_0_008-membo_000_.wav,3,148.4327,2.74E+00,16.6016,9.11E-01,3.0132
Membo_0_008-membo_000_.wav,4,200.1212,8.40E+00,0.9766,6.89E-01,12.1939
Membo_0_008-membo_000_.wav,5,248.588,1.24E+00,38.0859,6.89E-01,1.7976
Membo_0_008-membo_000_.wav,6,300.3189,6.34E+00,18.5547,8.95E-01,7.0847
Membo_0_008-membo_000_.wav,7,345.7031,6.80E+00,1.9531,8.07E-01,8.4239
Membo_0_008-membo_000_.wav,8,395.5078,2.72E+00,0.9766,6.39E-01,4.2533
Membo_0_008-membo_000_.wav,9,445.3125,8.66E-01,26.3672,5.13E-01,1.6877
Membo_0_008-membo_000_.wav,10,499.7528,9.43E-01,0,4.83E-01,1.9527
Membo_0_008-membo_001_.wav,1,49.5595,2.60E+02,0.9766,1.77E+00,146.7024
Membo_0_008-membo_001_.wav,2,99.4515,1.51E+01,2.9297,1.55E+00,9.6912
Membo_0_008-membo_001_.wav,3,147.4061,1.49E+00,0.9766,9.81E-01,1.5147
Membo_0_008-membo_001_.wav,4,200.0824,8.48E+00,0.9766,7.50E-01,11.3096
Membo_0_008-membo_001_.wav,5,249.8819,9.03E-01,39.0625,7.15E-01,1.2633
Membo_0_008-membo_001_.wav,6,300.2035,5.82E+00,16.6016,8.21E-01,7.0879
Membo_0_008-membo_001_.wav,7,345.7031,5.48E+00,0.9766,6.91E-01,7.9283
Membo_0_008-membo_001_.wav,8,395.5078,2.35E+00,0.9766,5.20E-01,4.5195
Membo_0_008-membo_001_.wav,9,451.1719,9.47E-01,36.1328,4.23E-01,2.2394
Membo_0_008-membo_001_.wav,10,495.1172,1.07E+00,0.9766,4.55E-01,2.3519
Membo_0_008-membo_002_.wav,1,49.4495,2.55E+02,0.9766,1.56E+00,163.3212
Membo_0_008-membo_002_.wav,2,100.2776,8.88E+00,25.3906,1.63E+00,5.4594
Membo_0_008-membo_002_.wav,3,151.2072,1.23E+00,39.0625,8.66E-01,1.4157
Membo_0_008-membo_002_.wav,4,200.1098,7.85E+00,0.9766,6.80E-01,11.5559
Membo_0_008-membo_002_.wav,5,251.9531,9.93E-01,32.2266,7.47E-01,1.3305
Membo_0_008-membo_002_.wav,6,295.8984,4.44E+00,20.5078,8.43E-01,5.2726
Membo_0_008-membo_002_.wav,7,345.7031,5.81E+00,1.9531,6.45E-01,9.0074
Membo_0_008-membo_002_.wav,8,395.5078,2.41E+00,0.9766,4.47E-01,5.3922
Membo_0_008-membo_002_.wav,9,450.2925,1.09E+00,31.25,4.40E-01,2.4877
Membo_0_008-membo_002_.wav,10,495.1172,8.46E-01,38.0859,4.64E-01,1.8221
Membo_0_008-membo_003_.wav,1,49.3766,2.39E+02,0.9766,2.82E+00,84.7132
Membo_0_008-membo_003_.wav,2,100.4032,7.54E+00,12.6953,2.29E+00,3.2886
Membo_0_008-membo_003_.wav,3,147.875,1.99E+00,20.5078,8.90E-01,2.2378
Membo_0_008-membo_003_.wav,4,200.1439,6.91E+00,0.9766,7.28E-01,9.4959
Membo_0_008-membo_003_.wav,5,248.2719,1.38E+00,37.1094,6.94E-01,1.9842
Membo_0_008-membo_003_.wav,6,295.8984,1.09E+01,11.7188,7.88E-01,13.8727
Membo_0_008-membo_003_.wav,7,345.7031,6.90E+00,1.9531,6.83E-01,10.1119
Membo_0_008-membo_003_.wav,8,395.5078,2.42E+00,0.9766,4.84E-01,5.0056
Membo_0_008-membo_003_.wav,9,445.3125,1.11E+00,26.3672,4.02E-01,2.7693
Membo_0_008-membo_003_.wav,10,500.4675,9.36E-01,7.8125,3.41E-01,2.7428
Membo_0_008-membo_004_.wav,1,49.3324,2.21E+02,1.1161,1.91E+00,115.7471
Membo_0_008-membo_004_.wav,2,99.6323,6.92E+00,11.1607,1.70E+00,4.0631
Membo_0_008-membo_004_.wav,3,148.5312,2.15E+00,20.0893,8.40E-01,2.5649
Membo_0_008-membo_004_.wav,4,199.7768,6.58E+00,1.1161,6.06E-01,10.8435
Membo_0_008-membo_004_.wav,5,246.7055,5.98E-01,37.9464,6.01E-01,0.9945
Membo_0_008-membo_004_.wav,6,297.1425,6.01E+00,15.625,5.08E-01,11.8375
Membo_0_008-membo_004_.wav,7,345.7756,4.97E+00,1.1161,5.15E-01,9.6547
Membo_0_008-membo_004_.wav,8,395.1206,1.79E+00,1.1161,3.53E-01,5.0748
Membo_0_008-membo_004_.wav,9,439.7321,6.68E-01,16.7411,2.90E-01,2.306
Membo_0_008-membo_004_.wav,10,494.4196,1.43E+00,1.1161,2.90E-01,4.9325
Membo_0_009-membo_000_.wav,1,49.6372,2.69E+02,0.9766,2.32E+00,116.094
Membo_0_009-membo_000_.wav,2,99.7009,1.10E+01,1.9531,2.11E+00,5.2184
Membo_0_009-membo_000_.wav,3,148.6627,1.46E+00,3.9062,8.41E-01,1.7399
Membo_0_009-membo_000_.wav,4,200.135,9.92E+00,0.9766,6.94E-01,14.3037
Membo_0_009-membo_000_.wav,5,251.9531,1.29E+00,36.1328,8.03E-01,1.6006
Membo_0_009-membo_000_.wav,6,300.1387,5.72E+00,20.5078,8.57E-01,6.6764
Membo_0_009-membo_000_.wav,7,345.7031,5.70E+00,0.9766,7.30E-01,7.8108
Membo_0_009-membo_000_.wav,8,395.5078,2.69E+00,0.9766,4.78E-01,5.6314
Membo_0_009-membo_000_.wav,9,450.227,1.19E+00,27.3438,4.33E-01,2.7485
Membo_0_009-membo_000_.wav,10,495.1172,1.49E+00,1.9531,4.65E-01,3.2045
Membo_0_009-membo_001_.wav,1,49.5549,2.43E+02,0.9766,1.92E+00,126.8814
Membo_0_009-membo_001_.wav,2,99.7464,6.76E+00,20.5078,1.87E+00,3.6059
Membo_0_009-membo_001_.wav,3,148.7195,2.85E+00,20.5078,9.85E-01,2.8917
Membo_0_009-membo_001_.wav,4,200.2714,6.73E+00,0.9766,8.58E-01,7.8461
Membo_0_009-membo_001_.wav,5,249.9916,1.62E+00,33.2031,8.91E-01,1.8226
Membo_0_009-membo_001_.wav,6,300.5093,4.93E+00,1.9531,8.58E-01,5.7422
Membo_0_009-membo_001_.wav,7,345.7031,6.84E+00,9.7656,8.42E-01,8.1228
Membo_0_009-membo_001_.wav,8,395.5078,2.44E+00,19.5312,6.62E-01,3.6878
Membo_0_009-membo_001_.wav,9,451.1719,1.07E+00,34.1797,4.45E-01,2.4011
Membo_0_009-membo_001_.wav,10,500.3705,5.58E-01,13.6719,4.34E-01,1.2839
Membo_0_009-membo_002_.wav,1,49.4823,2.20E+02,0.9766,2.31E+00,95.3902
Membo_0_009-membo_002_.wav,2,100.3719,7.75E+00,29.2969,2.12E+00,3.6543
Membo_0_009-membo_002_.wav,3,148.1747,3.77E+00,28.3203,1.05E+00,3.5818
Membo_0_009-membo_002_.wav,4,200.2208,9.28E+00,1.9531,7.66E-01,12.1266
Membo_0_009-membo_002_.wav,5,250.281,1.48E+00,39.0625,7.81E-01,1.8906
Membo_0_009-membo_002_.wav,6,300.2915,4.90E+00,9.7656,6.63E-01,7.3875
Membo_0_009-membo_002_.wav,7,345.7031,5.34E+00,0.9766,6.54E-01,8.1734
Membo_0_009-membo_002_.wav,8,395.5078,2.91E+00,0.9766,5.75E-01,5.0582
Membo_0_009-membo_002_.wav,9,450.2406,1.31E+00,13.6719,4.12E-01,3.1738
Membo_0_009-membo_002_.wav,10,495.1172,1.15E+00,0.9766,4.46E-01,2.5869
Membo_0_009-membo_003_.wav,1,49.5478,2.59E+02,0.9766,2.31E+00,112.2399
Membo_0_009-membo_003_.wav,2,99.6524,1.20E+01,2.9297,2.16E+00,5.5646
Membo_0_009-membo_003_.wav,3,149.0222,2.98E+00,24.4141,9.16E-01,3.2558
Membo_0_009-membo_003_.wav,4,200.049,8.96E+00,0.9766,6.25E-01,14.3464
Membo_0_009-membo_003_.wav,5,250.1395,1.42E+00,30.2734,6.25E-01,2.2743
Membo_0_009-membo_003_.wav,6,299.8254,1.02E+01,6.8359,9.10E-01,11.2532
Membo_0_009-membo_003_.wav,7,345.7031,5.32E+00,0.9766,7.61E-01,6.9872
Membo_0_009-membo_003_.wav,8,395.5078,2.43E+00,0.9766,4.05E-01,5.9927
Membo_0_009-membo_003_.wav,9,445.3125,7.91E-01,26.3672,3.87E-01,2.0444
Membo_0_009-membo_003_.wav,10,495.1172,1.14E+00,0.9766,3.79E-01,3.0079
Membo_0_009-membo_004_.wav,1,49.4792,2.11E+02,1.1161,2.31E+00,91.6883
Membo_0_009-membo_004_.wav,2,99.6711,1.19E+01,2.2321,1.77E+00,6.7117
Membo_0_009-membo_004_.wav,3,147.9131,1.10E+00,39.0625,9.09E-01,1.2135
Membo_0_009-membo_004_.wav,4,199.7768,6.34E+00,10.0446,7.10E-01,8.9345
Membo_0_009-membo_004_.wav,5,247.4121,7.62E-01,36.8304,6.40E-01,1.1902
Membo_0_009-membo_004_.wav,6,296.8926,5.21E+00,14.5089,7.33E-01,7.0987
Membo_0_009-membo_004_.wav,7,345.792,5.54E+00,1.1161,6.47E-01,8.5596
Membo_0_009-membo_004_.wav,8,395.2361,2.54E+00,1.1161,4.33E-01,5.8707
Membo_0_009-membo_004_.wav,9,439.7321,8.86E-01,32.3661,3.40E-01,2.6018
Membo_0_009-membo_004_.wav,10,493.4591,1.59E+00,1.1161,2.90E-01,5.4625
Membo_0_010-membo_000_.wav,1,49.5524,2.53E+02,0.9766,2.32E+00,109.1906
Membo_0_010-membo_000_.wav,2,99.9909,8.97E+00,11.7188,1.83E+00,4.9072
Membo_0_010-membo_000_.wav,3,148.6574,1.83E+00,25.3906,9.18E-01,1.9917
Membo_0_010-membo_000_.wav,4,200.0971,9.93E+00,0.9766,7.48E-01,13.2807
Membo_0_010-membo_000_.wav,5,247.1963,1.59E+00,20.5078,7.06E-01,2.2517
Membo_0_010-membo_000_.wav,6,296.5858,6.75E+00,17.5781,8.02E-01,8.4212
Membo_0_010-membo_000_.wav,7,345.7031,5.35E+00,0.9766,7.58E-01,7.065
Membo_0_010-membo_000_.wav,8,395.5078,3.46E+00,0.9766,4.22E-01,8.1915
Membo_0_010-membo_000_.wav,9,447.852,6.21E-01,20.5078,3.70E-01,1.6772
Membo_0_010-membo_000_.wav,10,495.1172,1.51E+00,1.9531,4.09E-01,3.6883
Membo_0_010-membo_001_.wav,1,49.5186,2.28E+02,0.9766,1.84E+00,124.0263
Membo_0_010-membo_001_.wav,2,100.3568,6.25E+00,30.2734,1.76E+00,3.5581
Membo_0_010-membo_001_.wav,3,151.2253,2.24E+00,39.0625,1.20E+00,1.8595
Membo_0_010-membo_001_.wav,4,200.0361,9.19E+00,0.9766,8.87E-01,10.3556
Membo_0_010-membo_001_.wav,5,246.0938,1.54E+00,24.4141,7.90E-01,1.9533
Membo_0_010-membo_001_.wav,6,295.8984,4.72E+00,24.4141,8.41E-01,5.6099
Membo_0_010-membo_001_.wav,7,345.7031,5.27E+00,20.5078,7.59E-01,6.9452
Membo_0_010-membo_001_.wav,8,395.5078,2.50E+00,2.9297,5.73E-01,4.3601
Membo_0_010-membo_001_.wav,9,450.0202,1.46E+00,11.7188,4.67E-01,3.1305
Membo_0_010-membo_001_.wav,10,495.1172,1.11E+00,26.3672,4.80E-01,2.3136
Membo_0_010-membo_002_.wav,1,49.4941,2.47E+02,0.9766,1.95E+00,126.949
Membo_0_010-membo_002_.wav,2,99.743,1.17E+01,1.9531,2.03E+00,5.749
Membo_0_010-membo_002_.wav,3,148.6539,2.96E+00,23.4375,1.22E+00,2.4197
Membo_0_010-membo_002_.wav,4,200.1087,1.07E+01,0.9766,8.81E-01,12.1383
Membo_0_010-membo_002_.wav,5,251.3138,6.59E-01,33.2031,6.25E-01,1.054
Membo_0_010-membo_002_.wav,6,300.507,5.05E+00,20.5078,6.42E-01,7.8693
Membo_0_010-membo_002_.wav,7,345.7031,7.36E+00,0.9766,7.12E-01,10.3332
Membo_0_010-membo_002_.wav,8,395.5078,3.89E+00,1.9531,4.49E-01,8.6564
Membo_0_010-membo_002_.wav,9,445.3125,9.52E-01,31.25,4.05E-01,2.3504
Membo_0_010-membo_002_.wav,10,495.1172,8.55E-01,0,4.56E-01,1.8751
Membo_0_010-membo_003_.wav,1,49.5431,2.62E+02,0.9766,1.77E+00,148.1369
Membo_0_010-membo_003_.wav,2,99.8061,1.09E+01,14.6484,1.66E+00,6.5398
Membo_0_010-membo_003_.wav,3,149.069,1.69E+00,35.1562,9.35E-01,1.8055
Membo_0_010-membo_003_.wav,4,200.0867,8.80E+00,0.9766,7.36E-01,11.9635
Membo_0_010-membo_003_.wav,5,250.6489,1.30E+00,35.1562,6.55E-01,1.9797
Membo_0_010-membo_003_.wav,6,300.1837,8.09E+00,6.8359,7.40E-01,10.9389
Membo_0_010-membo_003_.wav,7,345.7031,5.12E+00,0.9766,6.94E-01,7.3825
Membo_0_010-membo_003_.wav,8,395.5078,2.58E+00,0.9766,4.93E-01,5.2324
Membo_0_010-membo_003_.wav,9,445.3125,8.11E-01,22.4609,3.77E-01,2.1481
Membo_0_010-membo_003_.wav,10,495.1172,5.39E-01,0.9766,3.94E-01,1.368
Membo_0_010-membo_004_.wav,1,49.3864,2.30E+02,1.1161,3.77E+00,60.9586
Membo_0_010-membo_004_.wav,2,100.4593,7.57E+00,20.0893,2.23E+00,3.3934
Membo_0_010-membo_004_.wav,3,149.9741,1.72E+00,27.9018,1.08E+00,1.5926
Membo_0_010-membo_004_.wav,4,199.7768,7.58E+00,1.1161,8.43E-01,8.9893
Membo_0_010-membo_004_.wav,5,244.091,8.81E-01,39.0625,8.58E-01,1.0265
Membo_0_010-membo_004_.wav,6,296.0474,5.03E+00,20.0893,9.48E-01,5.3068
Membo_0_010-membo_004_.wav,7,345.7618,4.81E+00,1.1161,6.96E-01,6.9132
Membo_0_010-membo_004_.wav,8,394.886,2.93E+00,1.1161,5.38E-01,5.4405
Membo_0_010-membo_004_.wav,9,445.3125,9.65E-01,36.8304,4.97E-01,1.9437
Membo_0_010-membo_004_.wav,10,494.4196,2.00E+00,7.8125,4.88E-01,4.1035
Membo_0_011-membo_000_.wav,1,49.5125,2.18E+02,0.9766,2.13E+00,102.0351
Membo_0_011-membo_000_.wav,2,100.3167,6.92E+00,15.625,2.10E+00,3.2881
Membo_0_011-membo_000_.wav,3,148.1133,1.52E+00,39.0625,1.07E+00,1.4227
Membo_0_011-membo_000_.wav,4,200.0858,8.97E+00,0.9766,9.05E-01,9.9117
Membo_0_011-membo_000_.wav,5,248.2964,1.52E+00,39.0625,8.17E-01,1.8612
Membo_0_011-membo_000_.wav,6,300.1095,5.21E+00,4.8828,9.65E-01,5.3955
Membo_0_011-membo_000_.wav,7,345.7031,6.28E+00,0.9766,1.01E+00,6.207
Membo_0_011-membo_000_.wav,8,395.5078,3.01E+00,6.8359,5.46E-01,5.5067
Membo_0_011-membo_000_.wav,9,445.3125,1.36E+00,23.4375,5.32E-01,2.5483
Membo_0_011-membo_000_.wav,10,495.1172,1.02E+00,0.9766,4.80E-01,2.1255
Membo_0_011-membo_001_.wav,1,49.5671,2.23E+02,0.9766,2.05E+00,108.9121
Membo_0_011-membo_001_.wav,2,99.8522,8.55E+00,32.2266,2.25E+00,3.8042
Membo_0_011-membo_001_.wav,3,148.4751,2.24E+00,20.5078,9.42E-01,2.3778
Membo_0_011-membo_001_.wav,4,200.0195,7.93E+00,0.9766,7.91E-01,10.0271
Membo_0_011-membo_001_.wav,5,251.9531,1.15E+00,38.0859,8.46E-01,1.3603
Membo_0_011-membo_001_.wav,6,300.9626,5.10E+00,27.3438,1.01E+00,5.0384
Membo_0_011-membo_001_.wav,7,345.7031,6.65E+00,20.5078,9.48E-01,7.0114
Membo_0_011-membo_001_.wav,8,395.5078,4.16E+00,0.9766,6.14E-01,6.7751
Membo_0_011-membo_001_.wav,9,450.2646,8.92E-01,26.3672,5.05E-01,1.768
Membo_0_011-membo_001_.wav,10,495.1172,1.44E+00,19.5312,4.19E-01,3.4323
Membo_0_011-membo_002_.wav,1,49.5854,3.01E+02,0.9766,1.45E+01,20.6685
Membo_0_011-membo_002_.wav,2,96.6797,2.50E+01,25.3906,1.27E+01,1.9783
Membo_0_011-membo_002_.wav,3,146.4844,8.41E+00,32.2266,5.18E+00,1.6229
Membo_0_011-membo_002_.wav,4,200.2094,8.18E+00,25.3906,2.14E+00,3.8268
Membo_0_011-membo_002_.wav,5,247.2807,1.84E+00,29.2969,1.25E+00,1.4666
Membo_0_011-membo_002_.wav,6,300.1277,4.84E+00,11.7188,1.08E+00,4.4997
Membo_0_011-membo_002_.wav,7,345.7031,5.24E+00,18.5547,8.15E-01,6.4228
Membo_0_011-membo_002_.wav,8,395.5078,2.54E+00,15.625,6.91E-01,3.6712
Membo_0_011-membo_002_.wav,9,445.3125,1.28E+00,25.3906,6.28E-01,2.0452
Membo_0_011-membo_002_.wav,10,495.1172,9.62E-01,12.6953,5.49E-01,1.7544
Membo_0_011-membo_003_.wav,1,49.5446,2.06E+02,0.9766,9.92E+00,20.7538
Membo_0_011-membo_003_.wav,2,97.7713,2.25E+01,39.0625,9.50E+00,2.3649
Membo_0_011-membo_003_.wav,3,148.4519,7.41E+00,27.3438,3.33E+00,2.2213
Membo_0_011-membo_003_.wav,4,199.9809,6.53E+00,15.625,1.72E+00,3.7924
Membo_0_011-membo_003_.wav,5,248.9478,2.45E+00,34.1797,1.22E+00,2.0065
Membo_0_011-membo_003_.wav,6,295.8984,6.23E+00,20.5078,1.15E+00,5.417
Membo_0_011-membo_003_.wav,7,345.7031,5.08E+00,0.9766,7.62E-01,6.6606
Membo_0_011-membo_003_.wav,8,395.5078,3.36E+00,1.9531,5.21E-01,6.4425
Membo_0_011-membo_003_.wav,9,445.3125,4.07E-01,23.4375,5.09E-01,0.7994
Membo_0_011-membo_003_.wav,10,495.1172,1.31E+00,6.8359,4.62E-01,2.8427
Membo_0_011-membo_004_.wav,1,49.5869,1.98E+02,1.1161,5.07E+00,39.1597
Membo_0_011-membo_004_.wav,2,100.1031,6.16E+00,12.2768,3.30E+00,1.8631
Membo_0_011-membo_004_.wav,3,148.7952,2.23E+00,35.7143,1.62E+00,1.3741
Membo_0_011-membo_004_.wav,4,199.7768,7.53E+00,1.1161,8.92E-01,8.4414
Membo_0_011-membo_004_.wav,5,244.9506,1.56E+00,31.25,7.57E-01,2.0541
Membo_0_011-membo_004_.wav,6,292.3473,4.14E+00,17.8571,7.50E-01,5.5226
Membo_0_011-membo_004_.wav,7,345.8293,4.82E+00,1.1161,6.18E-01,7.7971
Membo_0_011-membo_004_.wav,8,395.1608,2.21E+00,1.1161,4.47E-01,4.9517
Membo_0_011-membo_004_.wav,9,444.2855,1.14E+00,29.0179,4.19E-01,2.7136
Membo_0_011-membo_004_.wav,10,494.4196,2.08E+00,1.1161,3.68E-01,5.6554
Membo_0_012-membo_000_.wav,1,48.7721,1.89E+02,1.9531,4.72E+00,40.1345
Membo_0_012-membo_000_.wav,2,100.5859,6.80E+00,20.5078,3.33E+00,2.044
Membo_0_012-membo_000_.wav,3,143.5547,2.40E+00,39.0625,1.69E+00,1.4198
Membo_0_012-membo_000_.wav,4,195.4904,5.13E+00,5.8594,1.36E+00,3.7821
Membo_0_012-membo_000_.wav,5,244.0815,1.41E+00,38.0859,1.04E+00,1.3598
Membo_0_012-membo_000_.wav,6,295.8984,3.05E+00,26.3672,9.95E-01,3.0617
Membo_0_012-membo_000_.wav,7,344.7266,4.01E+00,2.9297,8.88E-01,4.5184
Membo_0_012-membo_000_.wav,8,393.5547,9.92E-01,32.2266,6.37E-01,1.557
Membo_0_012-membo_000_.wav,9,438.6394,2.14E+00,9.7656,4.85E-01,4.4138
Membo_0_012-membo_000_.wav,10,491.2109,5.69E-01,38.0859,4.59E-01,1.2414
Membo_0_012-membo_001_.wav,1,49.5175,2.12E+02,0.9766,9.72E+00,21.8444
Membo_0_012-membo_001_.wav,2,96.6797,1.46E+01,29.2969,8.35E+00,1.7451
Membo_0_012-membo_001_.wav,3,148.4427,5.04E+00,23.4375,2.32E+00,2.1707
Membo_0_012-membo_001_.wav,4,200.2049,6.03E+00,1.9531,1.09E+00,5.5088
Membo_0_012-membo_001_.wav,5,251.9531,1.22E+00,34.1797,8.09E-01,1.5063
Membo_0_012-membo_001_.wav,6,301.7578,6.55E+00,24.4141,1.04E+00,6.2854
Membo_0_012-membo_001_.wav,7,345.7031,6.28E+00,0.9766,9.70E-01,6.4783
Membo_0_012-membo_001_.wav,8,395.5078,2.77E+00,0.9766,6.60E-01,4.1927
Membo_0_012-membo_001_.wav,9,445.3125,8.03E-01,25.3906,6.58E-01,1.2207
Membo_0_012-membo_001_.wav,10,495.1172,1.15E+00,32.2266,6.16E-01,1.8691
Membo_0_012-membo_002_.wav,1,49.2589,2.58E+02,0.9766,1.62E+01,15.9154
Membo_0_012-membo_002_.wav,2,99.0722,5.14E+01,33.2031,1.94E+01,2.6502
Membo_0_012-membo_002_.wav,3,144.863,1.37E+01,29.2969,8.70E+00,1.569
Membo_0_012-membo_002_.wav,4,194.5729,4.80E+00,36.1328,3.75E+00,1.2815
Membo_0_012-membo_002_.wav,5,241.2109,2.64E+00,36.1328,2.37E+00,1.1127
Membo_0_012-membo_002_.wav,6,295.8984,4.11E+00,39.0625,1.91E+00,2.1529
Membo_0_012-membo_002_.wav,7,344.7266,2.94E+00,0.9766,1.22E+00,2.4137
Membo_0_012-membo_002_.wav,8,391.4698,1.72E+00,34.1797,7.91E-01,2.1757
Membo_0_012-membo_002_.wav,9,439.2098,1.86E+00,18.5547,5.88E-01,3.1673
Membo_0_012-membo_002_.wav,10,486.3684,8.16E-01,38.0859,5.15E-01,1.5851
Membo_0_012-membo_003_.wav,1,49.5783,2.41E+02,0.9766,2.48E+00,97.3435
Membo_0_012-membo_003_.wav,2,100.3011,8.92E+00,11.7188,2.04E+00,4.3739
Membo_0_012-membo_003_.wav,3,148.4336,2.14E+00,37.1094,1.19E+00,1.8014
Membo_0_012-membo_003_.wav,4,200.0901,8.90E+00,0.9766,9.92E-01,8.9727
Membo_0_012-membo_003_.wav,5,247.8712,1.01E+00,39.0625,1.09E+00,0.9254
Membo_0_012-membo_003_.wav,6,296.7111,5.98E+00,21.4844,1.41E+00,4.2466
Membo_0_012-membo_003_.wav,7,345.7031,6.06E+00,20.5078,1.07E+00,5.6867
Membo_0_012-membo_003_.wav,8,395.5078,2.45E+00,6.8359,7.02E-01,3.4845
Membo_0_012-membo_003_.wav,9,445.3125,1.39E+00,16.6016,6.96E-01,1.9973
Membo_0_012-membo_003_.wav,10,497.4483,9.71E-01,39.0625,8.37E-01,1.1594
Membo_0_012-membo_004_.wav,1,52.4274,5.94E+02,11.1607,7.98E+01,7.4457
Membo_0_012-membo_004_.wav,2,102.9356,2.11E+02,32.3661,1.21E+02,1.734
Membo_0_012-membo_004_.wav,3,160.7143,1.26E+02,37.9464,7.32E+01,1.723
Membo_0_012-membo_004_.wav,4,208.1784,9.48E+01,32.3661,4.59E+01,2.0657
Membo_0_012-membo_004_.wav,5,261.8037,7.14E+01,39.0625,3.42E+01,2.0875
Membo_0_012-membo_004_.wav,6,312.5,4.15E+01,37.9464,2.77E+01,1.4965
Membo_0_012-membo_004_.wav,7,367.097,2.86E+01,37.9464,2.16E+01,1.3265
Membo_0_012-membo_004_.wav,8,419.8075,1.68E+01,31.25,1.38E+01,1.2169
Membo_0_012-membo_004_.wav,9,474.4922,7.96E+00,36.8304,8.06E+00,0.9873
Membo_0_012-membo_004_.wav,10,526.7346,1.31E+01,35.7143,7.37E+00,1.7761
Membo_0_013-membo_000_.wav,1,49.3941,2.57E+02,0.9766,1.34E+01,19.1736
Membo_0_013-membo_000_.wav,2,101.1885,1.86E+01,21.4844,1.11E+01,1.6795
Membo_0_013-membo_000_.wav,3,150.5624,7.19E+00,29.2969,3.52E+00,2.0438
Membo_0_013-membo_000_.wav,4,200.1234,6.54E+00,0.9766,1.65E+00,3.9555
Membo_0_013-membo_000_.wav,5,247.2048,1.83E+00,27.3438,1.01E+00,1.8153
Membo_0_013-membo_000_.wav,6,299.7958,5.15E+00,17.5781,8.24E-01,6.2486
Membo_0_013-membo_000_.wav,7,345.7031,4.42E+00,0.9766,7.71E-01,5.7265
Membo_0_013-membo_000_.wav,8,395.5078,1.90E+00,30.2734,5.53E-01,3.4439
Membo_0_013-membo_000_.wav,9,449.9765,1.05E+00,31.25,3.95E-01,2.647
Membo_0_013-membo_000_.wav,10,496.8033,8.96E-01,1.9531,4.24E-01,2.1112
Membo_0_013-membo_001_.wav,1,49.6204,2.42E+02,0.9766,1.91E+00,126.8041
Membo_0_013-membo_001_.wav,2,99.6035,1.03E+01,1.9531,1.86E+00,5.5349
Membo_0_013-membo_001_.wav,3,148.5054,2.25E+00,26.3672,1.09E+00,2.0688
Membo_0_013-membo_001_.wav,4,200.1816,8.53E+00,0,8.89E-01,9.5876
Membo_0_013-membo_001_.wav,5,251.9531,9.89E-01,37.1094,7.55E-01,1.3107
Membo_0_013-membo_001_.wav,6,300.0799,6.28E+00,19.5312,8.08E-01,7.7749
Membo_0_013-membo_001_.wav,7,345.7031,5.42E+00,0.9766,6.94E-01,7.8101
Membo_0_013-membo_001_.wav,8,395.5078,2.11E+00,18.5547,5.01E-01,4.2196
Membo_0_013-membo_001_.wav,9,451.1719,7.10E-01,32.2266,4.34E-01,1.6347
Membo_0_013-membo_001_.wav,10,495.1172,1.33E+00,0.9766,4.24E-01,3.1459
Membo_0_013-membo_002_.wav,1,49.5692,2.36E+02,0.9766,2.03E+00,116.4886
